ORderBy	
transaction	0.49706 -0.44749 0.09198 0.21649 0.064174 -0.78049 0.14889 0.036681 0.392 -0.01048 0.64041 1.151 0.15462 -0.82635 -0.23142 -0.36606 -0.015004 0.51405 0.37799 0.21632 -0.37012 -0.67538 -0.4785 0.074351 -0.10979 -0.41693 0.24786 0.29489 -0.83304 -0.4681 0.032466 1.0065 0.032814 -0.88237 0.29284 -0.18012 0.56411 -0.37343 0.17628 -0.74627 0.95214 -0.96225 -0.090985 0.27676 -0.76943 0.083943 -0.20795 -0.46248 -0.22564 -0.82249 0.66159 0.17672 0.62558 0.0090711 -0.50544 -0.96829 -0.13467 -0.81892 1.8521 0.43373 -0.4061 -0.31417 -0.35137 -0.34154 0.07576 -0.71542 0.23293 0.55606 0.61011 -0.50795 -0.45395 -0.46121 0.13696 0.043304 0.038589 -0.36324 -0.43057 -0.74046 -1.0115 0.15597 0.63726 -0.046159 0.17335 0.072455 -1.063 -0.19818 0.3977 -0.86712 0.23952 -0.37531 -0.56544 0.10129 -0.51231 -0.23576 0.48314 0.58641 0.70564 -0.059017 0.29136 0.099088
entity	0.15317 -0.2219 0.17511 0.46246 0.34686 0.59666 -0.011992 -0.32169 1.1603 -0.072632 0.053245 -0.49633 1.3873 -0.23715 -0.028829 -0.15818 0.78342 0.91454 0.14445 0.3167 -0.2779 0.2591 -0.43466 -0.01131 -0.57837 -0.66483 0.40839 0.13792 -0.79234 -0.040846 0.80173 0.43941 -0.4759 -1.1751 0.26641 -0.64333 0.51852 -0.041557 -0.099353 -0.72688 0.033339 0.51694 -0.051671 0.11163 -0.12722 -0.082706 0.22819 0.35884 -0.75003 -0.15892 -0.56393 0.78326 1.0275 0.89685 0.37384 -1.3408 0.46992 -0.080552 1.3903 0.81261 0.79296 -0.39278 -0.45274 0.02272 0.76169 -0.18541 0.08149 0.5509 0.18925 0.21157 0.31313 -1.1204 -0.14067 -0.14019 0.4077 -0.69886 -0.24125 -0.68414 -0.53171 -0.12595 -0.079757 0.41464 -0.053566 0.85445 -0.17366 0.48319 0.10459 -0.038119 1.1456 -0.38099 -0.28221 -0.034231 -0.15771 0.16875 0.40954 0.61658 0.4818 -0.57944 0.45545 -0.33639
TransacionId	
expected	-0.27796 0.30231 0.18725 -0.12584 -0.12855 -1.0955 -0.034522 0.64725 -0.52823 -0.13457 -0.38564 0.26974 0.25514 -0.5583 0.25261 -0.67444 -0.10364 0.10749 -0.15049 0.013903 0.45408 -0.7743 0.1318 0.91709 -0.35213 -0.60559 0.052164 -0.069311 0.30827 -0.33595 -0.14043 -0.1164 -0.19684 -0.0087591 0.20873 0.82884 0.4546 0.14909 -0.36678 0.17103 -0.69244 -0.76684 0.23169 -0.20194 0.09472 -0.22776 0.22803 -0.76522 0.28131 -1.3426 0.58782 -0.65446 0.35056 0.65476 0.069956 -2.2628 -0.73082 -0.35286 1.8981 0.71912 -0.25904 0.57498 -0.59369 -0.25743 0.095479 0.37312 -0.29276 0.63878 0.11685 -0.68923 0.40351 -0.55259 -0.81625 -0.46859 -0.032101 -0.34279 -0.42092 0.11114 -0.49637 -0.11794 0.7831 -0.18268 -0.61821 -0.39703 -1.233 -0.88781 0.6664 0.093885 0.24446 -0.51437 0.52464 0.085144 -0.62629 -0.32011 -0.82609 0.36622 0.46419 -0.036566 1.0055 -0.1312
Transacion	

Account	-0.043476 0.086186 0.43745 0.0029647 0.18309 0.24904 0.013582 -0.0010487 0.33283 -0.32628 0.20781 0.45421 0.12788 0.15245 0.36301 -0.11126 0.3676 -0.13368 -0.12557 0.28236 0.40866 -0.52496 0.14991 0.64769 -0.77498 -1.0381 -0.42347 0.077851 -0.20793 -0.4838 0.42387 0.43056 -0.38914 -0.49146 -0.27155 -0.16908 0.41789 0.38485 -0.26094 -0.33477 -0.12306 -0.45519 0.25032 0.61255 -0.0059384 -0.075049 0.14544 -0.78758 -0.31385 -0.87454 0.80794 0.51592 0.5534 0.94019 0.14534 -1.7243 -0.040555 -0.85799 1.5612 0.32094 0.097511 0.1125 -0.034599 -0.6011 1.0595 -0.48638 0.23123 0.1633 0.69467 -0.18156 0.01662 0.41181 0.40019 -0.20391 0.055939 0.045798 0.044785 -0.36702 -0.89394 -0.047691 0.70084 0.76794 0.063643 -0.28959 -1.2712 -0.55914 -0.20612 -0.50838 -0.038394 0.054433 0.13438 0.54929 0.56662 -1.0709 -0.008977 0.14055 0.28088 -0.78872 0.13494 0.074029
class	0.44507 1.1348 0.33681 0.033357 -1.0405 0.24413 0.43113 0.041197 -0.81321 1.1462 -0.041166 -0.56681 -0.37751 0.010833 -0.49384 -0.98461 0.2911 0.62519 0.0021157 0.076011 0.57661 -0.42666 0.026943 -0.31422 0.22591 -0.40706 -0.44773 -0.46698 0.071828 0.087351 -0.25286 1.0292 -0.17695 -0.57001 0.69949 0.49922 -0.23905 0.21815 0.067587 0.91464 -0.62297 -0.85661 -0.1409 -0.61247 0.66159 0.090501 0.19563 0.35387 0.18804 0.30706 -0.73807 0.019089 -0.32798 0.51793 -0.003088 -1.7927 0.08279 -0.13564 2.0857 0.16076 -0.41443 0.42641 0.055687 0.03359 0.74283 -0.19547 0.53011 0.19503 0.44296 0.54503 -0.030984 -0.49682 -0.11398 0.085998 -0.046392 0.92739 0.088696 -0.28703 -0.72927 -1.1755 -0.26028 -0.55622 -0.026987 -0.20324 -0.81465 -0.12299 -1.1006 -1.5845 -0.18962 -0.32423 -0.99665 -0.060921 0.43139 0.38787 0.24177 0.29155 -0.080935 -0.70294 0.47778 -0.33316
fragment	-0.55733 1.337 -0.04489 0.24563 0.03922 0.52557 0.33519 -0.30463 -0.0022887 0.27658 0.28536 0.33137 0.56576 0.086736 0.26215 0.99372 0.063631 -0.068405 0.54248 0.14414 0.27587 -0.54925 -0.70931 0.42823 0.85042 0.32556 -0.21079 0.21713 0.068811 0.31632 0.33728 -0.37662 -0.18981 0.24504 0.015592 -0.63417 0.485 -0.24277 -0.048986 -0.024087 -0.098987 -0.11862 0.032238 0.17022 -0.29891 -0.18912 0.72293 0.15162 -0.21662 0.51484 0.28646 0.82993 0.52746 0.16434 -0.82236 -0.48913 -1.0497 -0.93338 0.48165 0.90843 -0.015357 0.74712 0.097642 0.96941 0.66879 0.29455 -0.051898 0.37644 -0.46876 -0.97369 0.23111 0.37664 1.3043 0.19612 0.51216 -0.67261 -0.076222 -0.6938 -0.28877 0.18007 -0.69933 -0.25631 -0.39773 -0.59645 -0.12194 -0.13835 0.81137 -0.85815 -0.087815 0.48982 0.061332 0.12561 -0.03302 0.086737 0.32941 -0.33135 0.64926 -0.9053 -0.18351 -0.097655
OneToMany	
fetch	-0.13804 0.94521 0.26167 0.18095 0.22046 0.24207 0.055964 0.4734 0.10447 -0.33127 0.17503 0.80823 0.23874 -0.11952 -0.15121 -0.51721 -0.38881 0.26085 0.087544 0.56159 0.18993 -0.66692 0.27049 -0.04837 0.065818 -0.069108 -0.44901 -0.12363 0.0087252 -0.3826 -0.18861 -0.65099 -0.079438 0.091298 0.29345 0.99568 -0.14148 -0.20835 0.068865 -0.44636 0.83057 -0.046446 -0.86176 -1.297 -0.24204 0.28333 -0.6713 -0.20431 0.20241 -0.26981 0.17188 0.25327 0.6989 0.24219 -0.37712 -0.3267 -0.63702 -0.2594 0.72226 -0.17384 0.49481 0.87355 -0.69389 0.052162 -0.57294 0.1806 0.10926 0.12444 0.5287 -0.15559 -0.36336 -0.1588 0.60268 0.028181 -0.020159 -0.093678 -0.37131 -0.058912 -0.42337 0.015041 0.79621 0.39881 -0.42167 -0.82145 0.24015 -0.52724 0.51269 -0.088538 -0.17303 0.024923 0.077924 0.17999 0.44729 -1.1943 -0.14296 -0.94154 0.11836 0.36926 -0.30785 0.041826
FetchType	
LAZY	0.14481 -0.20397 0.3596 -0.59938 -0.93979 0.59784 -0.21619 0.73051 -0.36588 -0.19962 0.14571 0.1642 0.1086 -0.78575 0.53327 0.37127 -0.33013 -0.082276 0.73923 0.86931 0.37934 1.2427 -0.19554 -0.53849 0.20681 0.76727 -0.9714 -0.016255 -0.12529 0.36231 0.13313 0.60993 0.44345 -0.3654 0.22531 0.72985 -0.69992 0.14427 0.85324 0.21268 -0.46674 0.25746 -0.88493 0.042164 -0.24125 -0.11241 -0.52837 0.38905 0.35523 0.29078 -0.47363 -0.30561 0.072255 0.31778 -0.64297 -0.3527 0.49651 0.29722 0.68888 -0.54184 0.04863 0.26221 -0.61438 -0.2591 0.66305 0.25526 0.42406 -0.22196 -0.053041 -0.80721 -0.89748 -0.1165 0.45258 0.24817 -0.14874 -0.20952 -0.58499 0.5573 0.47503 -0.6429 -0.11219 0.2627 -0.4951 -0.0085495 -0.86135 -0.21422 0.0086754 0.35554 -0.48077 -0.39897 -0.012746 0.13761 -0.20283 0.40565 0.056275 -0.35009 -0.745 -0.42987 -0.56238 -0.13433
cascade	0.66704 -0.15172 0.53282 0.46069 -0.0069698 -0.54457 0.24011 0.55213 -0.64373 -0.091184 -0.21807 0.46138 -0.1331 -0.093336 0.19855 0.45988 -0.39459 0.90702 0.15559 -0.54513 -0.93857 0.18583 0.12478 0.91733 -0.23043 0.55614 -0.19409 0.97054 -0.36122 -0.62593 0.35948 -0.23286 0.10757 -0.37311 -0.21638 -0.18619 0.49978 -0.37277 0.73046 0.11844 -0.067692 0.65972 -0.93529 -0.7804 0.065239 1.012 0.41678 0.44865 0.079791 0.061001 -0.67581 0.49947 0.38276 -0.50332 0.10812 -1.2758 0.015726 -0.087975 0.80311 -0.063769 -0.057104 0.46511 1.1267 0.098899 -0.11795 0.037227 0.54055 -0.3309 0.58875 -0.032067 -0.26167 -0.16092 0.45649 -0.14037 -0.062356 -0.60132 1.0147 0.13233 -0.36826 -0.051582 0.50973 -0.047795 -0.35829 0.21872 -0.086624 0.059935 0.76903 -0.44097 0.99036 -0.14328 -0.86328 0.18385 -1.6633 0.32461 -0.38729 0.050816 -0.1144 -0.77966 0.5672 0.37701
CascadeType	
PERSIST	-0.17812 0.49168 0.49292 0.12961 -0.50559 0.054125 -0.10973 -0.3464 -0.055545 -0.13371 -0.69334 0.82678 0.80332 0.060653 -0.081644 -0.49153 -0.23125 -0.00067189 -0.33092 -0.31485 -0.055125 -0.20059 0.36177 0.82066 -0.61406 0.26636 0.30685 -0.44789 -0.20489 0.31933 -0.28597 -0.66142 -0.3517 -0.46299 -0.60294 0.76673 0.78286 -0.50088 0.3178 -0.29473 -0.83219 0.040999 -0.87551 0.18013 0.12473 -0.68393 1.3615 -0.04894 0.048573 -0.89238 0.49713 -0.12992 -0.58225 1.2071 0.95488 -0.3282 0.60832 -0.2507 0.018531 0.06527 -0.5841 0.48518 0.056989 -0.33449 0.50199 0.88648 0.48436 -0.52309 0.31356 -0.81182 0.45807 -0.32837 -0.22367 -0.46445 0.1224 -0.34796 -0.28828 0.096328 0.20104 0.072685 0.23292 -0.27671 -0.56466 0.26852 -0.27098 -0.27466 -0.078082 0.27935 -0.16871 0.13911 -0.30101 0.042423 -0.52343 -0.26568 -0.17537 0.62576 0.46002 -0.076928 0.11777 0.60179
ElementJoinColumn	
maccno	
referencedColumnName	
maccno	
OrderBy	
processDate	
ASC	0.3563 -0.55823 0.31509 -0.31799 -0.29831 -0.58211 0.077922 0.59605 0.37692 -0.3673 0.47388 -0.31222 -0.10658 0.16828 -0.44407 0.29379 0.25762 -0.37486 0.0015304 0.056233 -0.84589 -0.10996 0.11236 0.20325 0.49205 -0.14956 0.396 0.18957 -0.68082 -0.25134 -0.3922 0.27039 -0.53662 0.64768 0.23915 0.2665 -0.0079784 0.92609 0.068721 0.31836 -0.17141 0.20116 -0.27181 -0.27232 0.083853 0.10016 -0.1856 0.39294 -0.35448 -0.34636 -0.11146 -0.1215 -0.3751 0.040218 -0.30966 0.54346 0.041223 -0.26489 -0.30461 -0.38907 0.22805 0.049264 -0.16701 0.82993 -0.569 -0.20797 -0.60007 0.49497 0.61802 0.10822 0.44996 0.035998 -0.12965 -0.30458 -0.20183 -0.73092 -0.15714 -0.017338 -0.46002 -0.30814 -0.60224 -0.87483 0.60077 0.69495 0.28717 0.45885 -0.16184 0.13653 0.3999 0.0040426 0.084854 -0.032934 -0.34883 0.051195 0.71116 -0.066435 -0.010298 -0.28931 0.17217 -0.073202
tranSequenceNumber	
ASC	0.3563 -0.55823 0.31509 -0.31799 -0.29831 -0.58211 0.077922 0.59605 0.37692 -0.3673 0.47388 -0.31222 -0.10658 0.16828 -0.44407 0.29379 0.25762 -0.37486 0.0015304 0.056233 -0.84589 -0.10996 0.11236 0.20325 0.49205 -0.14956 0.396 0.18957 -0.68082 -0.25134 -0.3922 0.27039 -0.53662 0.64768 0.23915 0.2665 -0.0079784 0.92609 0.068721 0.31836 -0.17141 0.20116 -0.27181 -0.27232 0.083853 0.10016 -0.1856 0.39294 -0.35448 -0.34636 -0.11146 -0.1215 -0.3751 0.040218 -0.30966 0.54346 0.041223 -0.26489 -0.30461 -0.38907 0.22805 0.049264 -0.16701 0.82993 -0.569 -0.20797 -0.60007 0.49497 0.61802 0.10822 0.44996 0.035998 -0.12965 -0.30458 -0.20183 -0.73092 -0.15714 -0.017338 -0.46002 -0.30814 -0.60224 -0.87483 0.60077 0.69495 0.28717 0.45885 -0.16184 0.13653 0.3999 0.0040426 0.084854 -0.032934 -0.34883 0.051195 0.71116 -0.066435 -0.010298 -0.28931 0.17217 -0.073202
private	0.28231 0.19993 -0.63349 0.48936 0.0077824 0.47177 -0.37901 0.28782 0.19652 -0.12321 0.28899 -0.018802 0.2858 0.47611 -0.47004 -0.71349 0.5905 0.40452 0.10151 0.4705 -0.11121 0.3511 0.10743 -0.38934 -0.3558 -0.79297 -0.17918 -0.12007 -0.68513 0.36048 -0.033086 0.58793 -0.098848 -0.11616 -0.0025425 1.0629 -0.12958 0.38541 -0.01112 0.28746 -0.15991 -0.29028 -0.27672 0.63414 0.25891 -0.53219 -0.34834 0.31831 0.075518 -0.51398 -0.53274 -0.027907 0.25531 0.12674 0.22307 -2.2503 -0.038204 -0.66739 2.4463 0.19339 -0.31413 -0.077036 0.46189 0.10523 0.64768 -0.10848 0.32733 0.1577 0.77339 0.25032 -0.063748 -0.43949 0.20292 -0.6961 -0.16763 0.088587 0.38569 -0.017489 -1.1646 -0.31846 1.3381 0.46383 0.5443 0.18087 -1.1663 -0.20796 -0.25754 0.28864 0.12666 -0.92077 0.019675 -0.74858 0.40665 -0.31572 -0.73469 0.42614 0.3202 -0.41876 0.49517 -0.25639
LinkedList	
Transaction	0.49706 -0.44749 0.09198 0.21649 0.064174 -0.78049 0.14889 0.036681 0.392 -0.01048 0.64041 1.151 0.15462 -0.82635 -0.23142 -0.36606 -0.015004 0.51405 0.37799 0.21632 -0.37012 -0.67538 -0.4785 0.074351 -0.10979 -0.41693 0.24786 0.29489 -0.83304 -0.4681 0.032466 1.0065 0.032814 -0.88237 0.29284 -0.18012 0.56411 -0.37343 0.17628 -0.74627 0.95214 -0.96225 -0.090985 0.27676 -0.76943 0.083943 -0.20795 -0.46248 -0.22564 -0.82249 0.66159 0.17672 0.62558 0.0090711 -0.50544 -0.96829 -0.13467 -0.81892 1.8521 0.43373 -0.4061 -0.31417 -0.35137 -0.34154 0.07576 -0.71542 0.23293 0.55606 0.61011 -0.50795 -0.45395 -0.46121 0.13696 0.043304 0.038589 -0.36324 -0.43057 -0.74046 -1.0115 0.15597 0.63726 -0.046159 0.17335 0.072455 -1.063 -0.19818 0.3977 -0.86712 0.23952 -0.37531 -0.56544 0.10129 -0.51231 -0.23576 0.48314 0.58641 0.70564 -0.059017 0.29136 0.099088
transactions	0.80918 -0.41261 -0.46962 -0.2673 0.40709 -0.33973 -0.16193 -0.0077572 0.23082 -0.15905 0.9751 0.62756 0.66751 0.0070485 -0.010542 0.083623 0.0030325 0.49917 0.043536 0.035771 0.16406 -0.051388 -0.04562 -0.037843 -0.40714 -0.81161 0.32341 0.11433 -0.52882 -0.23081 -0.074848 0.29331 -0.16778 -0.6688 0.059709 -0.20774 0.45751 -0.41624 -0.39499 -0.64532 0.78263 -1.1795 -0.0098827 0.45962 -1.0256 -0.36538 -0.083084 -0.54202 -0.20519 -0.90537 0.37553 0.72183 0.78699 0.12022 -0.3288 -0.24589 0.026099 -1.0553 1.8073 0.83842 -0.9388 -0.072102 -0.43965 -0.3591 0.1002 -0.19065 0.56809 -0.059588 1.3267 -0.46731 -0.85061 -0.36679 0.21583 0.17399 -0.085076 -0.56033 -0.34468 0.081951 -1.0027 -0.044213 1.5298 0.4957 0.15261 0.0035237 -1.5244 -0.19821 0.27955 -0.50887 0.15069 -0.49656 -1.0746 0.94711 -0.043367 -0.49018 0.34736 0.69773 0.052439 -0.077931 0.15205 -0.40951
processDate	
tranSequenceNumber	
defined	-0.78875 0.22922 0.22214 0.97418 0.17585 0.41839 -0.19012 0.094334 -0.12665 0.46887 -0.11934 -0.61359 0.42605 -0.044623 0.51503 -0.15592 0.44408 0.74465 -0.41993 -0.43591 0.22634 -0.074672 0.12178 -0.19019 -0.25372 -0.3443 0.20151 -0.60236 -0.60521 -0.1834 0.60787 0.49584 -0.15417 -0.30271 0.60372 0.0088734 0.40037 0.16441 -0.42318 -0.18488 0.14661 -0.22408 0.18617 0.55818 -0.1578 -0.14469 0.46688 0.27454 -0.60826 -0.20593 0.38965 0.029048 0.42715 0.82175 -0.0232 -1.2871 0.59742 -0.081028 1.1572 0.45744 0.18271 -0.067227 -0.38346 -0.64173 1.3173 -0.014705 0.084115 -0.17874 0.70002 0.2792 -0.24636 -0.083171 0.22358 0.45778 0.78393 -0.96043 -0.064426 -0.37971 -0.51918 -0.58348 -0.41819 -0.052203 -0.8694 -0.069746 -1.2229 0.56107 -0.17747 -0.8872 -0.006763 -0.12413 -1.0428 0.15495 -0.29668 -0.065977 0.60976 0.12787 -0.34873 -0.64363 -0.060169 -0.034637
TransactionId	
class	0.44507 1.1348 0.33681 0.033357 -1.0405 0.24413 0.43113 0.041197 -0.81321 1.1462 -0.041166 -0.56681 -0.37751 0.010833 -0.49384 -0.98461 0.2911 0.62519 0.0021157 0.076011 0.57661 -0.42666 0.026943 -0.31422 0.22591 -0.40706 -0.44773 -0.46698 0.071828 0.087351 -0.25286 1.0292 -0.17695 -0.57001 0.69949 0.49922 -0.23905 0.21815 0.067587 0.91464 -0.62297 -0.85661 -0.1409 -0.61247 0.66159 0.090501 0.19563 0.35387 0.18804 0.30706 -0.73807 0.019089 -0.32798 0.51793 -0.003088 -1.7927 0.08279 -0.13564 2.0857 0.16076 -0.41443 0.42641 0.055687 0.03359 0.74283 -0.19547 0.53011 0.19503 0.44296 0.54503 -0.030984 -0.49682 -0.11398 0.085998 -0.046392 0.92739 0.088696 -0.28703 -0.72927 -1.1755 -0.26028 -0.55622 -0.026987 -0.20324 -0.81465 -0.12299 -1.1006 -1.5845 -0.18962 -0.32423 -0.99665 -0.060921 0.43139 0.38787 0.24177 0.29155 -0.080935 -0.70294 0.47778 -0.33316
Fetch	-0.13804 0.94521 0.26167 0.18095 0.22046 0.24207 0.055964 0.4734 0.10447 -0.33127 0.17503 0.80823 0.23874 -0.11952 -0.15121 -0.51721 -0.38881 0.26085 0.087544 0.56159 0.18993 -0.66692 0.27049 -0.04837 0.065818 -0.069108 -0.44901 -0.12363 0.0087252 -0.3826 -0.18861 -0.65099 -0.079438 0.091298 0.29345 0.99568 -0.14148 -0.20835 0.068865 -0.44636 0.83057 -0.046446 -0.86176 -1.297 -0.24204 0.28333 -0.6713 -0.20431 0.20241 -0.26981 0.17188 0.25327 0.6989 0.24219 -0.37712 -0.3267 -0.63702 -0.2594 0.72226 -0.17384 0.49481 0.87355 -0.69389 0.052162 -0.57294 0.1806 0.10926 0.12444 0.5287 -0.15559 -0.36336 -0.1588 0.60268 0.028181 -0.020159 -0.093678 -0.37131 -0.058912 -0.42337 0.015041 0.79621 0.39881 -0.42167 -0.82145 0.24015 -0.52724 0.51269 -0.088538 -0.17303 0.024923 0.077924 0.17999 0.44729 -1.1943 -0.14296 -0.94154 0.11836 0.36926 -0.30785 0.041826
Type	-0.46941 1.0232 0.0052417 0.18489 -1.0635 0.13689 0.69977 -0.30627 -0.16586 0.45704 0.01229 -0.48474 0.37836 0.17034 0.85067 0.33692 0.2262 0.38728 0.59878 0.14127 -0.051814 -0.37338 -0.54281 -0.24778 0.090452 0.002322 0.18356 -0.17295 -0.23597 0.16531 0.035819 1.0133 0.15591 -0.17079 0.90975 0.39448 0.28375 -0.39955 0.70452 0.25146 0.016597 -0.48176 -0.012688 -0.71924 0.29969 0.23876 0.28271 0.040394 -0.44936 -0.73793 0.15482 0.68139 0.2535 0.47317 -0.14515 -1.5533 -0.12665 0.27583 1.7785 0.62287 -0.0026868 0.85672 -0.092051 0.86043 1.4102 0.2342 0.043018 0.02134 -0.0056198 -0.069628 -0.50595 -0.42616 0.43125 0.58374 0.59453 0.029196 -0.064607 0.068701 -0.87315 -0.30559 0.49768 -0.49717 -0.43532 -0.10364 -0.91355 0.51619 0.0066056 -1.0996 -0.023195 0.17907 -0.64761 0.1704 0.53353 0.22221 0.6111 0.20063 -0.49639 -1.478 0.91582 -0.36058
Cascade	0.66704 -0.15172 0.53282 0.46069 -0.0069698 -0.54457 0.24011 0.55213 -0.64373 -0.091184 -0.21807 0.46138 -0.1331 -0.093336 0.19855 0.45988 -0.39459 0.90702 0.15559 -0.54513 -0.93857 0.18583 0.12478 0.91733 -0.23043 0.55614 -0.19409 0.97054 -0.36122 -0.62593 0.35948 -0.23286 0.10757 -0.37311 -0.21638 -0.18619 0.49978 -0.37277 0.73046 0.11844 -0.067692 0.65972 -0.93529 -0.7804 0.065239 1.012 0.41678 0.44865 0.079791 0.061001 -0.67581 0.49947 0.38276 -0.50332 0.10812 -1.2758 0.015726 -0.087975 0.80311 -0.063769 -0.057104 0.46511 1.1267 0.098899 -0.11795 0.037227 0.54055 -0.3309 0.58875 -0.032067 -0.26167 -0.16092 0.45649 -0.14037 -0.062356 -0.60132 1.0147 0.13233 -0.36826 -0.051582 0.50973 -0.047795 -0.35829 0.21872 -0.086624 0.059935 0.76903 -0.44097 0.99036 -0.14328 -0.86328 0.18385 -1.6633 0.32461 -0.38729 0.050816 -0.1144 -0.77966 0.5672 0.37701
Type	-0.46941 1.0232 0.0052417 0.18489 -1.0635 0.13689 0.69977 -0.30627 -0.16586 0.45704 0.01229 -0.48474 0.37836 0.17034 0.85067 0.33692 0.2262 0.38728 0.59878 0.14127 -0.051814 -0.37338 -0.54281 -0.24778 0.090452 0.002322 0.18356 -0.17295 -0.23597 0.16531 0.035819 1.0133 0.15591 -0.17079 0.90975 0.39448 0.28375 -0.39955 0.70452 0.25146 0.016597 -0.48176 -0.012688 -0.71924 0.29969 0.23876 0.28271 0.040394 -0.44936 -0.73793 0.15482 0.68139 0.2535 0.47317 -0.14515 -1.5533 -0.12665 0.27583 1.7785 0.62287 -0.0026868 0.85672 -0.092051 0.86043 1.4102 0.2342 0.043018 0.02134 -0.0056198 -0.069628 -0.50595 -0.42616 0.43125 0.58374 0.59453 0.029196 -0.064607 0.068701 -0.87315 -0.30559 0.49768 -0.49717 -0.43532 -0.10364 -0.91355 0.51619 0.0066056 -1.0996 -0.023195 0.17907 -0.64761 0.1704 0.53353 0.22221 0.6111 0.20063 -0.49639 -1.478 0.91582 -0.36058
Element	-0.49279 0.58078 0.83223 0.31119 0.14213 -0.0092379 0.19737 -0.55888 0.23185 0.65041 -0.031546 -0.37154 -0.31743 -0.21057 -0.20033 0.35641 -0.17252 0.19528 0.23722 0.03763 0.44889 -0.78509 -0.37297 -0.29529 -0.084406 -0.0617 0.70999 0.72374 -0.19649 -0.41643 -0.30781 0.32096 -0.42145 -0.37379 0.38356 -0.41027 0.34956 -0.041297 0.48503 -0.11391 -0.13881 -0.15098 0.62892 -0.0708 0.22642 0.26572 -0.12685 0.44627 -0.46809 -0.44504 0.57014 0.52689 -0.057058 0.95495 -0.22458 -1.6012 -0.13947 -0.34337 1.1951 0.59701 0.044027 0.3143 -0.29304 0.51528 1.3971 -0.16263 0.20013 -0.24752 0.24587 -0.16293 0.056972 -0.49856 -0.017192 0.65554 0.58005 -0.19941 0.063676 -0.6201 -0.37615 -0.2709 -0.69209 -0.076385 -0.40436 -0.12618 -0.78787 0.84055 0.16368 -0.087157 -0.0086752 -0.46961 -0.83119 -0.24213 -0.14471 0.397 0.28955 -0.45102 0.13663 -1.2143 0.33211 0.67623
Join	-0.14029 0.41191 -0.26948 -0.43433 0.28881 0.19042 -0.19125 0.13532 -0.21433 -0.13725 -0.028824 -0.42016 0.14375 -0.29691 -0.46966 -0.73459 0.61599 -0.043419 -0.61953 0.0036096 -0.24429 -0.22816 0.07317 0.040103 0.08955 -0.15041 -0.097695 -0.56609 1.5674 -0.16712 -0.83527 0.87894 0.11907 -0.53479 0.5069 0.45844 0.78871 -0.31636 -0.20366 -0.1378 -0.97216 0.077896 0.39 -0.25077 0.1337 0.28206 -0.20052 0.39782 0.096338 -0.5235 0.03113 0.16295 -0.26507 0.41499 -0.018133 -2.1257 -0.046183 -0.71385 1.2235 0.74071 -0.095616 0.30172 0.065915 -0.17511 0.39778 0.41891 -0.54643 1.2686 -0.091582 -0.087319 0.31915 -0.62008 -1.1096 -1.2698 -0.36726 -0.038479 -0.34092 -0.25043 -0.43951 -0.48283 0.74463 0.1155 -0.048368 -0.12991 -0.7781 -0.064321 -0.069808 0.68951 0.32031 -0.0081042 -0.074579 -0.30561 -0.28999 -0.033062 -0.60142 -0.43481 0.031676 0.67216 0.55366 -0.070649
Column	-1.7154 0.48478 0.35404 -0.86892 0.21317 0.97541 0.26898 -0.10161 0.11129 -0.63806 0.69888 -0.72858 -0.0001857 -0.006076 -0.69267 0.12602 0.049125 -0.2278 -0.24548 -0.72552 0.38962 0.077641 -1.1097 0.88736 1.2001 -0.11057 -0.14077 -0.24632 -0.19132 0.31618 0.011952 0.35957 0.50664 -0.5995 -0.16047 -0.11088 -0.47035 0.20004 0.049497 0.1634 0.021806 -0.41566 -0.49141 -0.72187 -0.22 -0.43002 -0.66522 -0.84108 0.40288 -0.068439 1.2154 0.41102 0.57503 0.23704 0.26381 -1.2328 0.38773 0.0028021 1.4698 0.62861 0.17142 1.0399 0.0044173 -0.6164 0.99047 -0.12015 0.44606 -0.49756 -0.34755 0.71925 -0.0023601 0.66507 -0.51604 -0.19162 -0.3873 -0.076824 1.2071 0.52316 -0.71578 -0.43953 -0.51982 0.25214 -0.30223 -0.96205 -0.073682 -0.59105 0.39969 -0.64704 -0.10413 -0.82195 -0.36252 0.32648 0.62471 0.23199 -0.60829 -0.045371 0.39147 -0.60915 0.87218 0.88353
referenced	-0.67837 -0.030153 0.061658 0.32313 0.68872 0.57436 -0.050786 -0.50171 0.30777 -0.23989 0.050722 -0.098919 0.28176 -0.2725 0.24493 0.28943 0.5561 0.03678 -0.072069 -0.10353 0.1224 -0.23743 -0.18243 0.35921 0.079166 -0.49431 0.076902 0.047532 0.069654 0.55702 0.36269 0.051385 -0.29036 0.75713 0.084602 0.74575 -0.50736 -0.2341 -0.40701 -0.1291 0.069614 0.64736 -0.43708 0.67773 -0.066753 0.14197 -0.10179 -0.18688 0.048914 -0.46939 0.77779 0.28205 0.81611 0.26898 -0.49043 -0.33406 0.087059 0.080989 -0.25547 -0.010514 -0.23452 0.84065 0.043632 -0.10882 0.78182 -0.42432 0.72579 -0.11616 0.32262 0.26935 -0.47241 0.54879 0.58059 0.48319 0.076213 -0.3118 0.21881 -0.069039 -0.18578 -0.28201 -0.8645 -0.17233 -0.16869 -0.47639 -0.92632 0.089288 -0.51701 -0.56485 0.15433 0.29875 -0.80567 0.41974 -0.59206 -0.045493 0.5306 -0.019888 -0.43263 -0.28072 -0.11936 -0.10171
